,agencia,decisao,canal,DT_PROPOSTA,regra,publico,segmento,cheque_especial,qtd,Score_A,Score_B,TimeOut_A,TimeOut_B,Limite,lat,lon
6332,12,NEGAR,Internet Banking PF,2021-09-04,04,PF,Média Renda,TRUE,879,508,106,TimeOut,TimeOut,0,-23.665371827068594,-46.779639739537636
6333,15,DERIVAR,Mobile Banking PF,2021-09-14,09,PF,Altíssima Renda,FALSE,660,4,109,Consulta OK,TimeOut,0,-23.42455525638454,-46.593066668497436
6334,13,DERIVAR,Agência Física PJ,2021-09-17,09,PJ,Alta Renda,FALSE,3047,244,48,Consulta OK,Consulta OK,0,-23.74899282524509,-46.7349191346989
6335,12,DERIVAR,Agência Física PF,2021-09-12,06,PF,Alta Renda,TRUE,2900,342,30,Consulta OK,Consulta OK,0,-23.5606874700652,-46.774513799725206
6336,6,NEGAR,Mobile Banking PF,2021-09-15,03,PF,Massificado,FALSE,6594,70,76,Consulta OK,Consulta OK,0,-23.745012864857888,-46.46341467165903
6337,4,DERIVAR,Mobile Banking PF,2021-09-08,09,PF,Altíssima Renda,FALSE,6835,477,99,Consulta OK,Consulta OK,0,-23.52454191900194,-46.60954668644129
6338,9,DERIVAR,Agência Física PJ,2021-09-18,09,PJ,Massificado,TRUE,5250,484,64,Consulta OK,Consulta OK,0,-23.3434702056278,-46.78539402819456
6339,20,NEGAR,Mobile Banking PJ,2021-09-02,03,PJ,Alta Renda,TRUE,1294,76,41,Consulta OK,Consulta OK,0,-23.688129994215146,-46.10693709372278
6340,9,NEGAR,Internet Banking PF,2021-09-04,05,PF,Massificado,FALSE,5523,238,5,Consulta OK,Consulta OK,0,-23.64876814446689,-46.628179478887084
6341,2,DERIVAR,Agência Física PJ,2021-09-07,09,PJ,Massificado,TRUE,3512,216,40,Consulta OK,Consulta OK,0,-23.642249875044328,-46.68615567152395
6342,2,APROVAR,Mobile Banking PJ,2021-09-05,10,PJ,Média Renda,FALSE,3900,549,107,TimeOut,TimeOut,7445100,-23.634372122798883,-46.72066933911611
6343,17,NEGAR,Agência Física PF,2021-09-05,02,PF,Altíssima Renda,FALSE,3245,487,34,Consulta OK,Consulta OK,0,-23.490839624040106,-46.48423405798894
6344,2,DERIVAR,Agência Física PJ,2021-09-17,07,PJ,Média Renda,TRUE,4184,62,75,Consulta OK,Consulta OK,0,-23.72807450150125,-46.349116084567896
6345,3,DERIVAR,Mobile Banking PJ,2021-09-17,07,PJ,Alta Renda,FALSE,2116,361,86,Consulta OK,Consulta OK,0,-23.35757212341624,-46.86005036697101
6346,4,NEGAR,Internet Banking PJ,2021-09-16,03,PJ,Alta Renda,FALSE,1702,449,48,Consulta OK,Consulta OK,0,-23.64347911083661,-46.71564933680548
6347,2,NEGAR,Internet Banking PF,2021-09-06,01,PF,Média Renda,TRUE,5628,262,21,Consulta OK,Consulta OK,0,-23.460840705104882,-46.62751231005072
6348,4,NEGAR,Internet Banking PJ,2021-09-18,02,PJ,Altíssima Renda,TRUE,6023,22,80,Consulta OK,Consulta OK,0,-23.510805732513166,-46.61896319630549
6349,7,DERIVAR,Agência Física PF,2021-09-10,09,PF,Altíssima Renda,FALSE,2312,434,22,Consulta OK,Consulta OK,0,-23.279156711463198,-46.78645861844284
6350,7,DERIVAR,Internet Banking PJ,2021-09-18,07,PJ,Massificado,FALSE,5590,400,32,Consulta OK,Consulta OK,0,-23.560838150441572,-46.39083421886061
6351,8,DERIVAR,Internet Banking PF,2021-09-04,07,PF,Altíssima Renda,TRUE,3859,94,45,Consulta OK,Consulta OK,0,-23.565983012893057,-46.74203214482373
6352,4,DERIVAR,Mobile Banking PF,2021-09-11,08,PF,Alta Renda,FALSE,3812,220,18,Consulta OK,Consulta OK,0,-23.54230342693883,-46.805052768527084
6353,2,DERIVAR,Internet Banking PF,2021-09-14,06,PF,Massificado,TRUE,1051,141,62,Consulta OK,Consulta OK,0,-23.343459764705013,-46.32739080486234
6354,3,NEGAR,Mobile Banking PF,2021-09-12,04,PF,Altíssima Renda,TRUE,3548,85,36,Consulta OK,Consulta OK,0,-23.77517060014833,-46.321127034171155
6355,9,NEGAR,Mobile Banking PF,2021-09-07,04,PF,Alta Renda,FALSE,6037,331,91,Consulta OK,Consulta OK,0,-23.295238663064524,-46.56177755257112
6356,20,NEGAR,Agência Física PF,2021-09-15,03,PF,Altíssima Renda,TRUE,4402,506,64,TimeOut,Consulta OK,0,-23.68564627687684,-46.25865127183066
6357,14,DERIVAR,Internet Banking PF,2021-09-09,08,PF,Média Renda,TRUE,1546,362,29,Consulta OK,Consulta OK,0,-23.69625106218527,-46.37154311784609
6358,20,DERIVAR,Internet Banking PF,2021-09-07,09,PF,Massificado,FALSE,2171,145,1,Consulta OK,Consulta OK,0,-23.712284769920004,-46.35607316288449
6359,17,DERIVAR,Agência Física PF,2021-09-10,07,PF,Média Renda,FALSE,2612,18,84,Consulta OK,Consulta OK,0,-23.7036405996572,-46.83205229516468
6360,10,NEGAR,Internet Banking PF,2021-09-07,01,PF,Massificado,FALSE,5263,510,71,TimeOut,Consulta OK,0,-23.389689127957165,-46.332043067101715
6361,9,APROVAR,Agência Física PF,2021-09-05,10,PF,Alta Renda,TRUE,6273,345,10,Consulta OK,Consulta OK,10915020,-23.75363769499597,-46.441877879077595
6362,12,NEGAR,Internet Banking PF,2021-09-02,03,PF,Média Renda,TRUE,5047,484,43,Consulta OK,Consulta OK,0,-23.640865326591083,-46.3499833700648
6363,10,NEGAR,Agência Física PF,2021-09-11,04,PF,Altíssima Renda,TRUE,5540,187,83,Consulta OK,Consulta OK,0,-23.526199025730836,-46.41879827643991
6364,4,NEGAR,Mobile Banking PF,2021-09-16,01,PF,Massificado,TRUE,2044,308,43,Consulta OK,Consulta OK,0,-23.57143517830248,-46.472676393982084
6365,11,NEGAR,Mobile Banking PJ,2021-09-16,05,PJ,Massificado,TRUE,2841,315,40,Consulta OK,Consulta OK,0,-23.528053901015483,-46.595322495211164
6366,18,NEGAR,Agência Física PF,2021-09-06,03,PF,Média Renda,TRUE,4207,423,92,Consulta OK,Consulta OK,0,-23.260024734081295,-46.45982989206864
6367,3,APROVAR,Internet Banking PJ,2021-09-20,10,PJ,Média Renda,TRUE,2674,431,60,Consulta OK,Consulta OK,4858658,-23.85258963539347,-46.5266894266625
6368,7,NEGAR,Internet Banking PJ,2021-09-18,01,PJ,Média Renda,FALSE,6045,174,41,Consulta OK,Consulta OK,0,-23.75826588517392,-46.85752746191803
6369,8,NEGAR,Agência Física PF,2021-09-18,02,PF,Média Renda,FALSE,4828,118,75,Consulta OK,Consulta OK,0,-23.519214277988596,-46.36515288862198
6370,1,NEGAR,Mobile Banking PF,2021-09-19,01,PF,Massificado,FALSE,6354,106,18,Consulta OK,Consulta OK,0,-23.602508742168503,-46.554071879394314
6371,17,DERIVAR,Agência Física PJ,2021-09-14,07,PJ,Média Renda,FALSE,5579,301,4,Consulta OK,Consulta OK,0,-23.58765678510178,-46.490729846877706
6372,18,NEGAR,Mobile Banking PJ,2021-09-20,05,PJ,Altíssima Renda,FALSE,6185,405,51,Consulta OK,Consulta OK,0,-23.621608044135943,-46.58517318433855
6373,6,NEGAR,Agência Física PF,2021-09-04,01,PF,Massificado,FALSE,4958,550,39,TimeOut,Consulta OK,0,-23.19763368283908,-46.66799530194207
6374,7,NEGAR,Agência Física PJ,2021-09-04,04,PJ,Massificado,FALSE,819,149,59,Consulta OK,Consulta OK,0,-23.702754153595393,-46.738399502166054
6375,4,DERIVAR,Mobile Banking PF,2021-09-14,09,PF,Média Renda,FALSE,1468,405,95,Consulta OK,Consulta OK,0,-23.1716387103252,-46.49873002182593
6376,11,NEGAR,Internet Banking PF,2021-09-09,04,PF,Alta Renda,FALSE,4093,400,99,Consulta OK,Consulta OK,0,-23.26330958065754,-46.66285368936081
6377,2,DERIVAR,Agência Física PF,2021-09-14,07,PF,Média Renda,FALSE,3879,474,64,Consulta OK,Consulta OK,0,-24.17291129838928,-46.72335351532056
6378,17,DERIVAR,Internet Banking PF,2021-09-05,06,PF,Massificado,TRUE,5926,518,33,TimeOut,Consulta OK,0,-23.41055334091838,-46.77318354714076
6379,8,DERIVAR,Internet Banking PJ,2021-09-13,06,PJ,Massificado,FALSE,1430,505,66,TimeOut,Consulta OK,0,-23.2074728894048,-46.64998868104408
6380,5,DERIVAR,Mobile Banking PF,2021-09-14,07,PF,Massificado,TRUE,746,54,46,Consulta OK,Consulta OK,0,-23.121771609191693,-46.49296086579117
6381,11,DERIVAR,Internet Banking PF,2021-09-20,08,PF,Massificado,FALSE,4342,312,5,Consulta OK,Consulta OK,0,-23.901360049045888,-47.26903998791231
6382,2,NEGAR,Agência Física PJ,2021-09-10,03,PJ,Alta Renda,FALSE,3702,111,28,Consulta OK,Consulta OK,0,-23.61714981836055,-46.23427674922497
6383,15,NEGAR,Mobile Banking PF,2021-09-01,04,PF,Alta Renda,FALSE,1130,473,45,Consulta OK,Consulta OK,0,-23.30703175709532,-46.402934159268575
6384,4,NEGAR,Mobile Banking PF,2021-09-05,05,PF,Média Renda,TRUE,149,249,38,Consulta OK,Consulta OK,0,-23.394671719401266,-46.64489331517052
6385,17,APROVAR,Mobile Banking PJ,2021-09-09,10,PJ,Massificado,TRUE,1296,176,44,Consulta OK,Consulta OK,1404864,-23.414940701640816,-46.29845485559953
6386,8,DERIVAR,Agência Física PF,2021-09-12,09,PF,Massificado,FALSE,3465,489,102,Consulta OK,TimeOut,0,-23.32023716342676,-46.66298462111588
6387,16,NEGAR,Mobile Banking PF,2021-09-12,03,PF,Média Renda,FALSE,2698,45,62,Consulta OK,Consulta OK,0,-23.39317052030435,-46.62430473932364
6388,3,DERIVAR,Mobile Banking PJ,2021-09-19,08,PJ,Alta Renda,FALSE,6370,429,49,Consulta OK,Consulta OK,0,-23.857495450794982,-46.89301603315965
6389,18,DERIVAR,Internet Banking PF,2021-09-04,08,PF,Média Renda,FALSE,1057,126,85,Consulta OK,Consulta OK,0,-23.75687867504772,-46.581708859224875
6390,13,NEGAR,Internet Banking PF,2021-09-10,01,PF,Alta Renda,FALSE,4057,280,24,Consulta OK,Consulta OK,0,-23.658947095902935,-46.371566899453235
6391,13,NEGAR,Agência Física PJ,2021-09-01,04,PJ,Altíssima Renda,TRUE,465,105,39,Consulta OK,Consulta OK,0,-23.294182139189083,-46.54934688469411
6392,19,DERIVAR,Internet Banking PF,2021-09-05,06,PF,Alta Renda,FALSE,4679,224,4,Consulta OK,Consulta OK,0,-23.60335945187808,-46.386045426836525
6393,7,DERIVAR,Mobile Banking PF,2021-09-08,09,PF,Massificado,TRUE,4505,185,51,Consulta OK,Consulta OK,0,-23.50047970849092,-46.54213579427578
6394,3,NEGAR,Internet Banking PF,2021-09-07,04,PF,Massificado,FALSE,6666,10,88,Consulta OK,Consulta OK,0,-23.792127730609664,-46.769110425167696
6395,9,APROVAR,Agência Física PF,2021-09-08,10,PF,Altíssima Renda,FALSE,345,104,94,Consulta OK,Consulta OK,267030,-23.469618087211398,-46.449208574591374
6396,13,NEGAR,Mobile Banking PF,2021-09-17,02,PF,Média Renda,FALSE,206,375,23,Consulta OK,Consulta OK,0,-23.256931051711717,-46.82002267207629
6397,15,NEGAR,Agência Física PJ,2021-09-07,04,PJ,Massificado,TRUE,1776,26,16,Consulta OK,Consulta OK,0,-23.542461184206566,-46.434769321591496
6398,6,NEGAR,Internet Banking PF,2021-09-12,05,PF,Altíssima Renda,FALSE,5684,550,18,TimeOut,Consulta OK,0,-23.680287346555698,-46.740354088042906
6399,14,NEGAR,Agência Física PF,2021-09-11,04,PF,Altíssima Renda,FALSE,3558,326,97,Consulta OK,Consulta OK,0,-23.71842765640458,-46.72085086934966
6400,5,NEGAR,Internet Banking PF,2021-09-13,01,PF,Média Renda,FALSE,4294,26,31,Consulta OK,Consulta OK,0,-23.386179781722994,-47.001699337901655
6401,3,APROVAR,Mobile Banking PF,2021-09-07,10,PF,Média Renda,FALSE,2769,174,2,Consulta OK,Consulta OK,3065283,-23.55125407227318,-46.706833976310584
6402,19,NEGAR,Agência Física PJ,2021-09-11,04,PJ,Alta Renda,TRUE,5146,214,106,Consulta OK,TimeOut,0,-23.79281194301301,-46.45641152902036
6403,12,NEGAR,Internet Banking PJ,2021-09-06,05,PJ,Massificado,TRUE,3653,442,56,Consulta OK,Consulta OK,0,-23.234579782371195,-46.365855903261945
6404,15,DERIVAR,Mobile Banking PF,2021-09-06,09,PF,Altíssima Renda,FALSE,6446,21,32,Consulta OK,Consulta OK,0,-23.597991038754774,-46.353928844084955
6405,9,DERIVAR,Agência Física PF,2021-09-12,08,PF,Alta Renda,FALSE,4427,168,42,Consulta OK,Consulta OK,0,-23.1199099099246,-46.5341862996044
6406,15,NEGAR,Agência Física PF,2021-09-13,04,PF,Alta Renda,FALSE,5274,351,66,Consulta OK,Consulta OK,0,-23.45231855706792,-46.33958699157122
6407,1,NEGAR,Internet Banking PJ,2021-09-20,05,PJ,Massificado,FALSE,598,114,78,Consulta OK,Consulta OK,0,-24.126179163324135,-46.490454632382985
6408,16,NEGAR,Internet Banking PF,2021-09-09,02,PF,Altíssima Renda,FALSE,6473,25,89,Consulta OK,Consulta OK,0,-23.71275832429952,-46.404006561091066
6409,8,NEGAR,Mobile Banking PF,2021-09-10,02,PF,Alta Renda,TRUE,5227,489,81,Consulta OK,Consulta OK,0,-23.73303125524551,-46.46989971202949
6410,4,NEGAR,Internet Banking PF,2021-09-19,03,PF,Alta Renda,TRUE,483,263,66,Consulta OK,Consulta OK,0,-23.66153569984773,-46.731758894949124
6411,1,NEGAR,Mobile Banking PJ,2021-09-09,01,PJ,Altíssima Renda,FALSE,6665,300,67,Consulta OK,Consulta OK,0,-23.361032514102355,-46.38786917566722
6412,10,DERIVAR,Mobile Banking PF,2021-09-16,06,PF,Massificado,TRUE,156,127,56,Consulta OK,Consulta OK,0,-23.245356061923427,-47.00824964666457
6413,11,NEGAR,Agência Física PJ,2021-09-19,02,PJ,Alta Renda,TRUE,6546,100,85,Consulta OK,Consulta OK,0,-23.375353561263328,-46.72880286633091
6414,18,DERIVAR,Internet Banking PF,2021-09-01,07,PF,Média Renda,TRUE,2181,130,81,Consulta OK,Consulta OK,0,-23.493096685107577,-46.87533789523495
6415,3,DERIVAR,Internet Banking PF,2021-09-06,08,PF,Alta Renda,FALSE,6010,266,1,Consulta OK,Consulta OK,0,-23.694841506478497,-46.386303310133854
6416,2,DERIVAR,Agência Física PF,2021-09-07,07,PF,Massificado,TRUE,2678,490,85,Consulta OK,Consulta OK,0,-23.531189170960864,-46.52234653689322
6417,2,NEGAR,Internet Banking PF,2021-09-11,01,PF,Alta Renda,TRUE,2285,394,56,Consulta OK,Consulta OK,0,-23.50587036344345,-46.47199830524122
6418,20,APROVAR,Internet Banking PF,2021-09-17,10,PF,Massificado,FALSE,2549,56,80,Consulta OK,Consulta OK,1605870,-23.82811368336555,-46.78841592182291
6419,17,NEGAR,Mobile Banking PJ,2021-09-08,04,PJ,Alta Renda,FALSE,808,490,72,Consulta OK,Consulta OK,0,-23.65252676116902,-46.46056936357947
6420,13,DERIVAR,Agência Física PF,2021-09-01,06,PF,Média Renda,FALSE,1821,79,91,Consulta OK,Consulta OK,0,-23.585148099670587,-46.90512661323239
6421,5,DERIVAR,Mobile Banking PJ,2021-09-04,09,PJ,Média Renda,FALSE,6036,2,108,Consulta OK,TimeOut,0,-23.786726608867287,-46.858320541788714
6422,2,NEGAR,Internet Banking PF,2021-09-15,02,PF,Alta Renda,FALSE,4168,330,45,Consulta OK,Consulta OK,0,-23.38482324621655,-46.57323347934542
6423,13,DERIVAR,Agência Física PJ,2021-09-05,06,PJ,Média Renda,FALSE,1723,59,72,Consulta OK,Consulta OK,0,-23.363803097674026,-46.551713799194246
6424,14,DERIVAR,Mobile Banking PJ,2021-09-13,07,PJ,Média Renda,FALSE,4412,252,17,Consulta OK,Consulta OK,0,-23.54831142121912,-46.456899676845474
6425,20,DERIVAR,Mobile Banking PJ,2021-09-07,07,PJ,Alta Renda,TRUE,1589,60,26,Consulta OK,Consulta OK,0,-23.38275952259132,-46.54934371880524
6426,10,NEGAR,Mobile Banking PJ,2021-09-09,01,PJ,Média Renda,FALSE,3195,189,93,Consulta OK,Consulta OK,0,-23.810812907051137,-46.56582137262658
6427,14,NEGAR,Mobile Banking PJ,2021-09-20,04,PJ,Altíssima Renda,TRUE,6996,176,1,Consulta OK,Consulta OK,0,-23.560884344112168,-46.78613524038104
6428,12,DERIVAR,Internet Banking PF,2021-09-17,06,PF,Alta Renda,TRUE,1478,17,61,Consulta OK,Consulta OK,0,-23.571516905621518,-46.314112081237354
6429,14,NEGAR,Internet Banking PJ,2021-09-01,04,PJ,Massificado,FALSE,3791,542,88,TimeOut,Consulta OK,0,-23.713320784844026,-46.88081270531137
6430,4,DERIVAR,Agência Física PJ,2021-09-06,09,PJ,Altíssima Renda,FALSE,2990,437,102,Consulta OK,TimeOut,0,-23.466899741453545,-46.6930414914976
6431,8,NEGAR,Internet Banking PF,2021-09-03,03,PF,Massificado,FALSE,1193,350,110,Consulta OK,TimeOut,0,-23.598749812638097,-46.45092315348877
6432,7,DERIVAR,Agência Física PF,2021-09-03,06,PF,Altíssima Renda,TRUE,340,213,15,Consulta OK,Consulta OK,0,-23.32197162045153,-46.4751207238052
6433,16,DERIVAR,Mobile Banking PJ,2021-09-09,09,PJ,Alta Renda,TRUE,6533,539,101,TimeOut,TimeOut,0,-23.667385465913842,-46.77674607777874
6434,6,DERIVAR,Mobile Banking PJ,2021-09-20,08,PJ,Média Renda,FALSE,6870,453,98,Consulta OK,Consulta OK,0,-23.67659472584517,-46.295312167194425
6435,12,NEGAR,Mobile Banking PJ,2021-09-01,01,PJ,Altíssima Renda,FALSE,5655,102,57,Consulta OK,Consulta OK,0,-23.52180129156,-46.942381213487785
6436,8,APROVAR,Agência Física PJ,2021-09-02,10,PJ,Alta Renda,TRUE,3023,89,37,Consulta OK,Consulta OK,5314434,-23.50473087183289,-46.4962388887205
6437,18,NEGAR,Mobile Banking PJ,2021-09-01,02,PJ,Altíssima Renda,FALSE,1800,276,52,Consulta OK,Consulta OK,0,-23.46824975614155,-46.702107303088475
6438,12,DERIVAR,Mobile Banking PJ,2021-09-01,06,PJ,Alta Renda,FALSE,284,353,91,Consulta OK,Consulta OK,0,-23.50444093317093,-46.52627953870189
6439,18,NEGAR,Internet Banking PF,2021-09-06,03,PF,Massificado,FALSE,3527,362,92,Consulta OK,Consulta OK,0,-23.246672680378122,-46.62960133884408
6440,12,NEGAR,Internet Banking PJ,2021-09-13,04,PJ,Altíssima Renda,TRUE,1894,253,42,Consulta OK,Consulta OK,0,-23.891957174962695,-46.67231935516225
6441,9,NEGAR,Agência Física PJ,2021-09-16,01,PJ,Massificado,TRUE,6515,351,90,Consulta OK,Consulta OK,0,-23.757946143527295,-46.82789695261142
6442,4,NEGAR,Internet Banking PF,2021-09-11,05,PF,Média Renda,TRUE,577,198,36,Consulta OK,Consulta OK,0,-23.284537441624316,-46.89650682179862
6443,15,DERIVAR,Mobile Banking PJ,2021-09-08,08,PJ,Massificado,TRUE,1413,39,79,Consulta OK,Consulta OK,0,-23.557368989949367,-46.7318236434225
6444,10,NEGAR,Internet Banking PF,2021-09-10,01,PF,Alta Renda,FALSE,5610,10,39,Consulta OK,Consulta OK,0,-23.353675591686464,-46.67264870473553
6445,9,APROVAR,Mobile Banking PF,2021-09-07,10,PF,Massificado,TRUE,2170,336,19,Consulta OK,Consulta OK,2721180,-23.90454625456221,-46.55907361038768
6446,8,NEGAR,Agência Física PJ,2021-09-02,03,PJ,Altíssima Renda,TRUE,1814,510,56,TimeOut,Consulta OK,0,-23.449325668656677,-46.484051104518734
6447,14,DERIVAR,Agência Física PF,2021-09-20,06,PF,Altíssima Renda,FALSE,5669,410,89,Consulta OK,Consulta OK,0,-23.88635625561019,-46.505836113505126
6448,13,DERIVAR,Mobile Banking PF,2021-09-12,08,PF,Altíssima Renda,FALSE,2822,384,66,Consulta OK,Consulta OK,0,-23.557743690948783,-46.84623048909968
6449,5,NEGAR,Agência Física PF,2021-09-15,01,PF,Média Renda,FALSE,6014,161,109,Consulta OK,TimeOut,0,-23.419528184127024,-46.74886427947102
6450,19,APROVAR,Internet Banking PF,2021-09-11,10,PF,Massificado,TRUE,2,261,60,Consulta OK,Consulta OK,3722,-23.368504404135827,-46.75518398392182
6451,15,DERIVAR,Mobile Banking PJ,2021-09-14,09,PJ,Massificado,FALSE,4226,290,45,Consulta OK,Consulta OK,0,-23.28027990349479,-46.8114653107331
6452,4,DERIVAR,Agência Física PF,2021-09-19,08,PF,Massificado,FALSE,5229,201,107,Consulta OK,TimeOut,0,-23.337473905469814,-46.61911563991014
6453,1,APROVAR,Agência Física PJ,2021-09-03,10,PJ,Média Renda,TRUE,3518,328,93,Consulta OK,Consulta OK,7028964,-23.50786513559307,-46.57611008148407
6454,18,DERIVAR,Internet Banking PJ,2021-09-18,09,PJ,Altíssima Renda,TRUE,2816,310,18,Consulta OK,Consulta OK,0,-23.943855389127123,-46.537229336521754
6455,15,DERIVAR,Internet Banking PJ,2021-09-08,08,PJ,Massificado,TRUE,976,238,97,Consulta OK,Consulta OK,0,-23.646520088809872,-46.74461637867555
6456,1,NEGAR,Internet Banking PJ,2021-09-03,01,PJ,Média Renda,TRUE,4777,62,21,Consulta OK,Consulta OK,0,-23.461789379366106,-46.274029612747675
6457,13,DERIVAR,Internet Banking PJ,2021-09-11,07,PJ,Altíssima Renda,FALSE,3809,266,21,Consulta OK,Consulta OK,0,-23.276852372068795,-46.78467982099876
6458,17,NEGAR,Internet Banking PJ,2021-09-02,01,PJ,Média Renda,FALSE,3012,131,46,Consulta OK,Consulta OK,0,-23.690173859509763,-46.91733999881967
6459,17,APROVAR,Internet Banking PJ,2021-09-08,10,PJ,Altíssima Renda,TRUE,481,204,107,Consulta OK,TimeOut,807118,-23.506464885670162,-46.4856328482862
6460,18,DERIVAR,Internet Banking PJ,2021-09-04,06,PJ,Alta Renda,TRUE,6608,177,80,Consulta OK,Consulta OK,0,-23.455806880615203,-46.87227337865646
6461,2,NEGAR,Internet Banking PJ,2021-09-05,02,PJ,Média Renda,TRUE,1809,195,65,Consulta OK,Consulta OK,0,-23.439749125456874,-46.4842275448449
6462,17,NEGAR,Internet Banking PF,2021-09-01,05,PF,Massificado,FALSE,3687,391,43,Consulta OK,Consulta OK,0,-23.47511043049015,-46.444698631442506
6463,13,NEGAR,Internet Banking PJ,2021-09-09,04,PJ,Altíssima Renda,TRUE,2030,496,59,Consulta OK,Consulta OK,0,-23.58877200403981,-46.314589710519286
6464,2,DERIVAR,Mobile Banking PF,2021-09-09,09,PF,Média Renda,TRUE,6134,292,95,Consulta OK,Consulta OK,0,-23.458646538178122,-46.75831416019521
6465,4,DERIVAR,Agência Física PF,2021-09-08,09,PF,Alta Renda,FALSE,3465,301,93,Consulta OK,Consulta OK,0,-23.508076527779014,-46.36398460683485
6466,6,NEGAR,Agência Física PJ,2021-09-08,01,PJ,Altíssima Renda,FALSE,5167,358,39,Consulta OK,Consulta OK,0,-23.429531625960433,-46.52610840793754
6467,3,NEGAR,Mobile Banking PF,2021-09-01,03,PF,Alta Renda,FALSE,502,162,9,Consulta OK,Consulta OK,0,-23.61388247737939,-46.915259366723454
6468,16,NEGAR,Agência Física PJ,2021-09-17,02,PJ,Altíssima Renda,TRUE,2436,105,43,Consulta OK,Consulta OK,0,-23.76751682361227,-47.08346665742842
6469,7,DERIVAR,Mobile Banking PF,2021-09-14,09,PF,Alta Renda,FALSE,491,255,86,Consulta OK,Consulta OK,0,-23.757745076660104,-46.50539083344778
6470,15,NEGAR,Internet Banking PF,2021-09-02,04,PF,Média Renda,TRUE,1870,262,64,Consulta OK,Consulta OK,0,-23.417228316445595,-46.42512904613898
6471,9,DERIVAR,Mobile Banking PF,2021-09-17,06,PF,Alta Renda,FALSE,6703,148,97,Consulta OK,Consulta OK,0,-23.854591458543656,-46.48048982442033
6472,19,DERIVAR,Internet Banking PF,2021-09-19,09,PF,Alta Renda,TRUE,1788,470,30,Consulta OK,Consulta OK,0,-23.418674057324626,-46.25109606989643
6473,18,APROVAR,Internet Banking PJ,2021-09-11,10,PJ,Alta Renda,TRUE,5423,17,99,Consulta OK,Consulta OK,7109553,-23.610401742696872,-46.74564018629199
6474,10,DERIVAR,Agência Física PJ,2021-09-01,08,PJ,Alta Renda,TRUE,510,355,80,Consulta OK,Consulta OK,0,-23.437774405512418,-46.84819562018005
6475,11,DERIVAR,Internet Banking PJ,2021-09-13,08,PJ,Alta Renda,FALSE,5145,514,87,TimeOut,Consulta OK,0,-23.291595799707817,-46.82948396375659
6476,2,DERIVAR,Internet Banking PF,2021-09-10,06,PF,Média Renda,FALSE,2266,341,62,Consulta OK,Consulta OK,0,-23.564061858884696,-46.62102270281548
6477,16,NEGAR,Agência Física PF,2021-09-01,03,PF,Média Renda,FALSE,1573,372,47,Consulta OK,Consulta OK,0,-23.592397158301733,-46.61905294670719
6478,5,DERIVAR,Internet Banking PJ,2021-09-03,06,PJ,Alta Renda,FALSE,3848,316,23,Consulta OK,Consulta OK,0,-23.154461079234448,-46.4426925908633
6479,19,NEGAR,Internet Banking PJ,2021-09-08,04,PJ,Alta Renda,TRUE,6435,538,23,TimeOut,Consulta OK,0,-23.50109712189789,-46.493990696524094
6480,8,DERIVAR,Agência Física PJ,2021-09-09,07,PJ,Alta Renda,TRUE,5480,531,60,TimeOut,Consulta OK,0,-23.605678035450772,-46.70867070329987
6481,13,NEGAR,Agência Física PF,2021-09-01,04,PF,Massificado,FALSE,4227,102,57,Consulta OK,Consulta OK,0,-23.65767291884355,-46.579481420067204
6482,1,NEGAR,Mobile Banking PF,2021-09-15,01,PF,Média Renda,TRUE,403,521,97,TimeOut,Consulta OK,0,-23.773085373076913,-47.14361474102331
6483,12,NEGAR,Internet Banking PJ,2021-09-18,03,PJ,Massificado,TRUE,4499,491,53,Consulta OK,Consulta OK,0,-23.88417673750582,-46.501432304594616
6484,7,APROVAR,Agência Física PF,2021-09-12,10,PF,Massificado,TRUE,6845,15,75,Consulta OK,Consulta OK,13368285,-23.31431780077228,-46.30457784781528
6485,1,NEGAR,Internet Banking PF,2021-09-14,01,PF,Massificado,TRUE,4131,421,103,Consulta OK,TimeOut,0,-23.39002125943597,-46.208154609916946
6486,6,NEGAR,Agência Física PJ,2021-09-14,04,PJ,Alta Renda,FALSE,3774,513,99,TimeOut,Consulta OK,0,-23.646031379387836,-46.985561375559314
6487,18,NEGAR,Internet Banking PF,2021-09-11,05,PF,Alta Renda,TRUE,1030,163,96,Consulta OK,Consulta OK,0,-23.811565275446508,-46.5272082805294
6488,15,NEGAR,Internet Banking PJ,2021-09-08,04,PJ,Média Renda,FALSE,5600,320,4,Consulta OK,Consulta OK,0,-23.409118970999472,-46.81727267290925
6489,12,APROVAR,Internet Banking PJ,2021-09-06,10,PJ,Massificado,TRUE,6415,480,96,Consulta OK,Consulta OK,7191215,-23.404665666570676,-46.786443883305566
6490,14,APROVAR,Mobile Banking PF,2021-09-15,10,PF,Massificado,TRUE,3790,538,98,TimeOut,Consulta OK,5218830,-23.673840229934054,-46.79118807871729
6491,3,DERIVAR,Agência Física PJ,2021-09-09,07,PJ,Média Renda,FALSE,2491,283,39,Consulta OK,Consulta OK,0,-23.5769166517121,-46.678967623336426
6492,2,DERIVAR,Internet Banking PF,2021-09-03,08,PF,Massificado,TRUE,324,54,78,Consulta OK,Consulta OK,0,-23.37117395752815,-46.83992280405006
6493,19,DERIVAR,Mobile Banking PJ,2021-09-11,06,PJ,Massificado,FALSE,1464,272,107,Consulta OK,TimeOut,0,-23.2661964859376,-46.66910060444567
